sales_sample
fecha,producto,tienda,ventas
2023-03-29,Accesorios,Tienda Sur,75.0
2023-03-29,Accesorios,Tienda Centro,75.0
2023-03-29,Accesorios,Tienda Oriente,75.0
2023-03-29,Accesorios,Tienda Poniente,75.0
2023-03-30,Mujer,Tienda Norte,3185.95
2023-03-30,Mujer,Tienda Sur,1973.69
2023-03-30,Mujer,Tienda Centro,2674.92
2023-03-30,Mujer,Tienda Oriente,2087.86
2023-03-30,Mujer,Tienda Poniente,2358.11
2023-03-30,Niños,Tienda Norte,605.63
2023-03-30,Niños,Tienda Sur,382.3
2023-03-30,Niños,Tienda Centro,559.68
2023-03-30,Niños,Tienda Oriente,447.42
2023-03-30,Niños,Tienda Poniente,473.36
2023-03-30,Calzado,Tienda Norte,1201.39
2023-03-30,Calzado,Tienda Sur,662.01
2023-03-30,Calzado,Tienda Centro,992.87
2023-03-30,Calzado,Tienda Oriente,784.03
2023-03-30,Calzado,Tienda Poniente,886.2
2023-03-30,Hombre,Tienda Norte,1050.7
2023-03-30,Hombre,Tienda Sur,611.99
2023-03-30,Hombre,Tienda Centro,894.93
2023-03-30,Hombre,Tienda Oriente,708.28
2023-03-30,Hombre,Tienda Poniente,866.42
2023-03-30,Accesorios,Tienda Norte,87.58
2023-03-30,Accesorios,Tienda Sur,75.0
2023-03-30,Accesorios,Tienda Centro,77.08
2023-03-30,Accesorios,Tienda Oriente,75.0
2023-03-30,Accesorios,Tienda Poniente,75.0
2023-03-31,Mujer,Tienda Norte,2891.48
2023-03-31,Mujer,Tienda Sur,1682.76
2023-03-31,Mujer,Tienda Centro,2663.62
2023-03-31,Mujer,Tienda Oriente,2199.33
2023-03-31,Mujer,Tienda Poniente,2338.88
2023-03-31,Niños,Tienda Norte,585.46
2023-03-31,Niños,Tienda Sur,389.99
2023-03-31,Niños,Tienda Centro,516.93
2023-03-31,Niños,Tienda Oriente,398.17
2023-03-31,Niños,Tienda Poniente,470.33
2023-03-31,Calzado,Tienda Norte,1017.31
2023-03-31,Calzado,Tienda Sur,646.06
2023-03-31,Calzado,Tienda Centro,868.53
2023-03-31,Calzado,Tienda Oriente,672.8
2023-03-31,Calzado,Tienda Poniente,784.96
2023-03-31,Hombre,Tienda Norte,1017.83
2023-03-31,Hombre,Tienda Sur,565.46
2023-03-31,Hombre,Tienda Centro,797.27
2023-03-31,Hombre,Tienda Oriente,634.27
2023-03-31,Hombre,Tienda Poniente,771.24
2023-03-31,Accesorios,Tienda Norte,83.7
2023-03-31,Accesorios,Tienda Sur,75.0
2023-03-31,Accesorios,Tienda Centro,75.0
2023-03-31,Accesorios,Tienda Oriente,75.0
2023-03-31,Accesorios,Tienda Poniente,75.0
2023-04-01,Mujer,Tienda Norte,3034.2
2023-04-01,Mujer,Tienda Sur,1793.43
2023-04-01,Mujer,Tienda Centro,2560.27
2023-04-01,Mujer,Tienda Oriente,1729.54
2023-04-01,Mujer,Tienda Poniente,2362.12
2023-04-01,Niños,Tienda Norte,557.59
2023-04-01,Niños,Tienda Sur,386.07
2023-04-01,Niños,Tienda Centro,471.43
2023-04-01,Niños,Tienda Oriente,395.48
2023-04-01,Niños,Tienda Poniente,452.14
2023-04-01,Calzado,Tienda Norte,995.2
2023-04-01,Calzado,Tienda Sur,663.59
2023-04-01,Calzado,Tienda Centro,851.37
2023-04-01,Calzado,Tienda Oriente,760.25
2023-04-01,Calzado,Tienda Poniente,826.58
2023-04-01,Hombre,Tienda Norte,951.32
2023-04-01,Hombre,Tienda Sur,553.41
2023-04-01,Hombre,Tienda Centro,779.48
2023-04-01,Hombre,Tienda Oriente,652.83
2023-04-01,Hombre,Tienda Poniente,648.8
2023-04-01,Accesorios,Tienda Norte,78.58
2023-04-01,Accesorios,Tienda Sur,75.0
2023-04-01,Accesorios,Tienda Centro,75.0
2023-04-01,Accesorios,Tienda Oriente,75.0
2023-04-01,Accesorios,Tienda Poniente,75.0
2023-04-02,Mujer,Tienda Norte,3011.03
2023-04-02,Mujer,Tienda Sur,1731.65
2023-04-02,Mujer,Tienda Centro,2566.06
2023-04-02,Mujer,Tienda Oriente,2097.5
2023-04-02,Mujer,Tienda Poniente,2399.99
2023-04-02,Niños,Tienda Norte,614.86
2023-04-02,Niños,Tienda Sur,376.76
2023-04-02,Niños,Tienda Centro,494.92
2023-04-02,Niños,Tienda Oriente,378.94
2023-04-02,Niños,Tienda Poniente,472.36
2023-04-02,Calzado,Tienda Norte,991.05
2023-04-02,Calzado,Tienda Sur,635.2
2023-04-02,Calzado,Tienda Centro,920.71
2023-04-02,Calzado,Tienda Oriente,743.64
2023-04-02,Calzado,Tienda Poniente,868.31
2023-04-02,Hombre,Tienda Norte,944.56
2023-04-02,Hombre,Tienda Sur,537.01
2023-04-02,Hombre,Tienda Centro,789.45
2023-04-02,Hombre,Tienda Oriente,659.18
2023-04-02,Hombre,Tienda Poniente,715.21
2023-04-02,Accesorios,Tienda Norte,87.1
2023-04-02,Accesorios,Tienda Sur,75.0
2023-04-02,Accesorios,Tienda Centro,75.0
2023-04-02,Accesorios,Tienda Oriente,75.0
2023-04-02,Accesorios,Tienda Poniente,75.0
2023-04-03,Mujer,Tienda Norte,4377.47
2023-04-03,Mujer,Tienda Sur,2540.55
2023-04-03,Mujer,Tienda Centro,3246.61
2023-04-03,Mujer,Tienda Oriente,2955.72
2023-04-03,Mujer,Tienda Poniente,3456.97
2023-04-03,Niños,Tienda Norte,560.54
2023-04-03,Niños,Tienda Sur,391.76
2023-04-03,Niños,Tienda Centro,529.39
2023-04-03,Niños,Tienda Oriente,427.55
2023-04-03,Niños,Tienda Poniente,478.43
2023-04-03,Calzado,Tienda Norte,1819.85
2023-04-03,Calzado,Tienda Sur,1064.43
2023-04-03,Calzado,Tienda Centro,1599.03
2023-04-03,Calzado,Tienda Oriente,1162.91
2023-04-03,Calzado,Tienda Poniente,1485.71
2023-04-03,Hombre,Tienda Norte,1064.58
2023-04-03,Hombre,Tienda Sur,583.89
2023-04-03,Hombre,Tienda Centro,845.47
2023-04-03,Hombre,Tienda Oriente,733.83
2023-04-03,Hombre,Tienda Poniente,752.67
2023-04-03,Accesorios,Tienda Norte,86.02
2023-04-03,Accesorios,Tienda Sur,75.0
2023-04-03,Accesorios,Tienda Centro,76.94
2023-04-03,Accesorios,Tienda Oriente,75.0
2023-04-03,Accesorios,Tienda Poniente,75.0
2023-04-04,Mujer,Tienda Norte,4398.6
2023-04-04,Mujer,Tienda Sur,2626.67
2023-04-04,Mujer,Tienda Centro,3514.56
2023-04-04,Mujer,Tienda Oriente,2818.25
2023-04-04,Mujer,Tienda Poniente,3107.71
2023-04-04,Niños,Tienda Norte,615.62
2023-04-04,Niños,Tienda Sur,370.14
2023-04-04,Niños,Tienda Centro,530.94
2023-04-04,Niños,Tienda Oriente,453.01
2023-04-04,Niños,Tienda Poniente,498.39
2023-04-04,Calzado,Tienda Norte,1816.99
2023-04-04,Calzado,Tienda Sur,1109.19
2023-04-04,Calzado,Tienda Centro,1526.72
2023-04-04,Calzado,Tienda Oriente,1228.36
2023-04-04,Calzado,Tienda Poniente,1373.74
2023-04-04,Hombre,Tienda Norte,1084.53
2023-04-04,Hombre,Tienda Sur,611.78
2023-04-04,Hombre,Tienda Centro,892.52
2023-04-04,Hombre,Tienda Oriente,711.48
2023-04-04,Hombre,Tienda Poniente,890.48
2023-04-04,Accesorios,Tienda Norte,84.71
2023-04-04,Accesorios,Tienda Sur,75.0
2023-04-04,Accesorios,Tienda Centro,76.25
2023-04-04,Accesorios,Tienda Oriente,75.0
2023-04-04,Accesorios,Tienda Poniente,75.0
2023-04-05,Mujer,Tienda Norte,4390.48
2023-04-05,Mujer,Tienda Sur,2570.57
2023-04-05,Mujer,Tienda Centro,3754.92
2023-04-05,Mujer,Tienda Oriente,3067.73
2023-04-05,Mujer,Tienda Poniente,3531.91
2023-04-05,Niños,Tienda Norte,639.37
2023-04-05,Niños,Tienda Sur,426.96
2023-04-05,Niños,Tienda Centro,550.16
2023-04-05,Niños,Tienda Oriente,417.9
2023-04-05,Niños,Tienda Poniente,514.63
2023-04-05,Calzado,Tienda Norte,1899.39
2023-04-05,Calzado,Tienda Sur,1131.37
2023-04-05,Calzado,Tienda Centro,1672.5
2023-04-05,Calzado,Tienda Oriente,1294.42
2023-04-05,Calzado,Tienda Poniente,1525.35
2023-04-05,Hombre,Tienda Norte,1064.95
2023-04-05,Hombre,Tienda Sur,677.22
2023-04-05,Hombre,Tienda Centro,928.62
2023-04-05,Hombre,Tienda Oriente,753.69
2023-04-05,Hombre,Tienda Poniente,788.04
2023-04-05,Accesorios,Tienda Norte,96.0
2023-04-05,Accesorios,Tienda Sur,75.0
2023-04-05,Accesorios,Tienda Centro,84.62
2023-04-05,Accesorios,Tienda Oriente,75.0
2023-04-05,Accesorios,Tienda Poniente,75.0
2023-04-06,Mujer,Tienda Norte,4084.22
2023-04-06,Mujer,Tienda Sur,2551.82
2023-04-06,Mujer,Tienda Centro,3582.88
2023-04-06,Mujer,Tienda Oriente,2778.62
2023-04-06,Mujer,Tienda Poniente,3087.39
2023-04-06,Niños,Tienda Norte,630.58
2023-04-06,Niños,Tienda Sur,388.54
2023-04-06,Niños,Tienda Centro,540.44
2023-04-06,Niños,Tienda Oriente,458.75
2023-04-06,Niños,Tienda Poniente,479.19
2023-04-06,Calzado,Tienda Norte,1893.67
2023-04-06,Calzado,Tienda Sur,1126.69
2023-04-06,Calzado,Tienda Centro,1546.02
2023-04-06,Calzado,Tienda Oriente,1288.68
2023-04-06,Calzado,Tienda Poniente,1295.82
2023-04-06,Hombre,Tienda Norte,1035.58
2023-04-06,Hombre,Tienda Sur,618.78
2023-04-06,Hombre,Tienda Centro,840.3
2023-04-06,Hombre,Tienda Oriente,659.25
2023-04-06,Hombre,Tienda Poniente,779.89
2023-04-06,Accesorios,Tienda Norte,82.56
2023-04-06,Accesorios,Tienda Sur,75.0
2023-04-06,Accesorios,Tienda Centro,75.0
2023-04-06,Accesorios,Tienda Oriente,75.0
2023-04-06,Accesorios,Tienda Poniente,75.0
2023-04-07,Mujer,Tienda Norte,4934.17
2023-04-07,Mujer,Tienda Sur,2862.77
2023-04-07,Mujer,Tienda Centro,3991.79
2023-04-07,Mujer,Tienda Oriente,3253.28
2023-04-07,Mujer,Tienda Poniente,3653.5
2023-04-07,Niños,Tienda Norte,553.33
2023-04-07,Niños,Tienda Sur,367.14
2023-04-07,Niños,Tienda Centro,493.47
2023-04-07,Niños,Tienda Oriente,467.36
2023-04-07,Niños,Tienda Poniente,455.56
2023-04-07,Calzado,Tienda Norte,2044.36
2023-04-07,Calzado,Tienda Sur,1339.2
2023-04-07,Calzado,Tienda Centro,1752.98
2023-04-07,Calzado,Tienda Oriente,1460.13
2023-04-07,Calzado,Tienda Poniente,1543.2
2023-04-07,Hombre,Tienda Norte,1041.01
2023-04-07,Hombre,Tienda Sur,583.32
2023-04-07,Hombre,Tienda Centro,838.27
2023-04-07,Hombre,Tienda Oriente,708.21
2023-04-07,Hombre,Tienda Poniente,739.76
2023-04-07,Accesorios,Tienda Norte,84.47
2023-04-07,Accesorios,Tienda Sur,75.0
2023-04-07,Accesorios,Tienda Centro,75.0
2023-04-07,Accesorios,Tienda Oriente,75.0
2023-04-07,Accesorios,Tienda Poniente,75.0
2023-04-08,Mujer,Tienda Norte,4403.21
2023-04-08,Mujer,Tienda Sur,2735.39
2023-04-08,Mujer,Tienda Centro,3778.32
2023-04-08,Mujer,Tienda Oriente,3361.16
2023-04-08,Mujer,Tienda Poniente,3795.82
2023-04-08,Niños,Tienda Norte,643.99
2023-04-08,Niños,Tienda Sur,353.45
2023-04-08,Niños,Tienda Centro,468.61
2023-04-08,Niños,Tienda Oriente,381.09
2023-04-08,Niños,Tienda Poniente,475.3
2023-04-08,Calzado,Tienda Norte,1868.85
2023-04-08,Calzado,Tienda Sur,1218.68
2023-04-08,Calzado,Tienda Centro,1656.44
2023-04-08,Calzado,Tienda Oriente,1501.65
2023-04-08,Calzado,Tienda Poniente,1474.45
2023-04-08,Hombre,Tienda Norte,985.84
2023-04-08,Hombre,Tienda Sur,612.23
2023-04-08,Hombre,Tienda Centro,788.39
2023-04-08,Hombre,Tienda Oriente,663.72
2023-04-08,Hombre,Tienda Poniente,671.7
2023-04-08,Accesorios,Tienda Norte,81.04
2023-04-08,Accesorios,Tienda Sur,75.0
2023-04-08,Accesorios,Tienda Centro,75.0
2023-04-08,Accesorios,Tienda Oriente,75.0
2023-04-08,Accesorios,Tienda Poniente,75.0
2023-04-09,Mujer,Tienda Norte,4316.63
2023-04-09,Mujer,Tienda Sur,2692.55
2023-04-09,Mujer,Tienda Centro,3819.52
2023-04-09,Mujer,Tienda Oriente,3156.91
2023-04-09,Mujer,Tienda Poniente,3543.51
2023-04-09,Niños,Tienda Norte,559.5
2023-04-09,Niños,Tienda Sur,343.5
2023-04-09,Niños,Tienda Centro,501.42
2023-04-09,Niños,Tienda Oriente,396.09
2023-04-09,Niños,Tienda Poniente,447.51
2023-04-09,Calzado,Tienda Norte,2018.8
2023-04-09,Calzado,Tienda Sur,1280.93
2023-04-09,Calzado,Tienda Centro,1714.04
2023-04-09,Calzado,Tienda Oriente,1466.6
2023-04-09,Calzado,Tienda Poniente,1576.29
2023-04-09,Hombre,Tienda Norte,991.01
2023-04-09,Hombre,Tienda Sur,619.25
2023-04-09,Hombre,Tienda Centro,753.75
2023-04-09,Hombre,Tienda Oriente,687.06
2023-04-09,Hombre,Tienda Poniente,791.65
2023-04-09,Accesorios,Tienda Norte,79.01
2023-04-09,Accesorios,Tienda Sur,75.0
2023-04-09,Accesorios,Tienda Centro,75.0
2023-04-09,Accesorios,Tienda Oriente,75.0
2023-04-09,Accesorios,Tienda Poniente,75.0
2023-04-10,Mujer,Tienda Norte,3075.11
2023-04-10,Mujer,Tienda Sur,2055.8
2023-04-10,Mujer,Tienda Centro,2580.77
2023-04-10,Mujer,Tienda Oriente,2178.18
2023-04-10,Mujer,Tienda Poniente,2539.96
2023-04-10,Niños,Tienda Norte,669.02
2023-04-10,Niños,Tienda Sur,372.0
2023-04-10,Niños,Tienda Centro,540.17
2023-04-10,Niños,Tienda Oriente,431.77
2023-04-10,Niños,Tienda Poniente,443.47
2023-04-10,Calzado,Tienda Norte,1077.57
2023-04-10,Calzado,Tienda Sur,655.82
2023-04-10,Calzado,Tienda Centro,929.97
2023-04-10,Calzado,Tienda Oriente,763.73
2023-04-10,Calzado,Tienda Poniente,864.86
2023-04-10,Hombre,Tienda Norte,1061.97
2023-04-10,Hombre,Tienda Sur,631.07
2023-04-10,Hombre,Tienda Centro,948.23
2023-04-10,Hombre,Tienda Oriente,690.29
2023-04-10,Hombre,Tienda Poniente,800.87
2023-04-10,Accesorios,Tienda Norte,88.85
2023-04-10,Accesorios,Tienda Sur,75.0
2023-04-10,Accesorios,Tienda Centro,75.0
2023-04-10,Accesorios,Tienda Oriente,75.0
2023-04-10,Accesorios,Tienda Poniente,75.0
2023-04-11,Mujer,Tienda Norte,3238.87
2023-04-11,Mujer,Tienda Sur,2046.42
2023-04-11,Mujer,Tienda Centro,2879.49
2023-04-11,Mujer,Tienda Oriente,2268.83
2023-04-11,Mujer,Tienda Poniente,2475.52
2023-04-11,Niños,Tienda Norte,699.18
2023-04-11,Niños,Tienda Sur,397.06
2023-04-11,Niños,Tienda Centro,589.43
2023-04-11,Niños,Tienda Oriente,441.65
2023-04-11,Niños,Tienda Poniente,496.78
2023-04-11,Calzado,Tienda Norte,1221.45
2023-04-11,Calzado,Tienda Sur,722.31
2023-04-11,Calzado,Tienda Centro,965.3
2023-04-11,Calzado,Tienda Oriente,795.68
2023-04-11,Calzado,Tienda Poniente,920.4
2023-04-11,Hombre,Tienda Norte,1033.38
2023-04-11,Hombre,Tienda Sur,655.73
2023-04-11,Hombre,Tienda Centro,816.97
2023-04-11,Hombre,Tienda Oriente,718.61
2023-04-11,Hombre,Tienda Poniente,810.85
2023-04-11,Accesorios,Tienda Norte,90.13
2023-04-11,Accesorios,Tienda Sur,75.0
2023-04-11,Accesorios,Tienda Centro,75.1
2023-04-11,Accesorios,Tienda Oriente,75.0
2023-04-11,Accesorios,Tienda Poniente,75.02
2023-04-12,Mujer,Tienda Norte,3192.38
2023-04-12,Mujer,Tienda Sur,2057.07
2023-04-12,Mujer,Tienda Centro,2970.58
2023-04-12,Mujer,Tienda Oriente,2370.86
2023-04-12,Mujer,Tienda Poniente,2590.15
2023-04-12,Niños,Tienda Norte,648.09
2023-04-12,Niños,Tienda Sur,406.3
2023-04-12,Niños,Tienda Centro,556.13
2023-04-12,Niños,Tienda Oriente,417.24
2023-04-12,Niños,Tienda Poniente,493.2
2023-04-12,Calzado,Tienda Norte,1106.57
2023-04-12,Calzado,Tienda Sur,775.79
2023-04-12,Calzado,Tienda Centro,1047.87
2023-04-12,Calzado,Tienda Oriente,804.32
2023-04-12,Calzado,Tienda Poniente,951.95
2023-04-12,Hombre,Tienda Norte,1180.35
2023-04-12,Hombre,Tienda Sur,645.74
2023-04-12,Hombre,Tienda Centro,957.27
2023-04-12,Hombre,Tienda Oriente,755.56
2023-04-12,Hombre,Tienda Poniente,819.85
2023-04-12,Accesorios,Tienda Norte,89.16
2023-04-12,Accesorios,Tienda Sur,75.0
2023-04-12,Accesorios,Tienda Centro,77.66
2023-04-12,Accesorios,Tienda Oriente,75.0
2023-04-12,Accesorios,Tienda Poniente,75.0
2023-04-13,Mujer,Tienda Norte,3223.42
2023-04-13,Mujer,Tienda Sur,2048.04
2023-04-13,Mujer,Tienda Centro,2716.45
2023-04-13,Mujer,Tienda Oriente,2539.58
2023-04-13,Mujer,Tienda Poniente,2341.89
2023-04-13,Niños,Tienda Norte,613.37
2023-04-13,Niños,Tienda Sur,403.83
2023-04-13,Niños,Tienda Centro,591.87
2023-04-13,Niños,Tienda Oriente,423.56
2023-04-13,Niños,Tienda Poniente,527.41
2023-04-13,Calzado,Tienda Norte,1115.49
2023-04-13,Calzado,Tienda Sur,751.13
2023-04-13,Calzado,Tienda Centro,983.8
2023-04-13,Calzado,Tienda Oriente,875.85
2023-04-13,Calzado,Tienda Poniente,956.78
2023-04-13,Hombre,Tienda Norte,1012.22
2023-04-13,Hombre,Tienda Sur,716.97
2023-04-13,Hombre,Tienda Centro,839.3
2023-04-13,Hombre,Tienda Oriente,710.64
2023-04-13,Hombre,Tienda Poniente,859.21
2023-04-13,Accesorios,Tienda Norte,87.4
2023-04-13,Accesorios,Tienda Sur,75.0
2023-04-13,Accesorios,Tienda Centro,76.66
2023-04-13,Accesorios,Tienda Oriente,75.0
2023-04-13,Accesorios,Tienda Poniente,75.0
2023-04-14,Mujer,Tienda Norte,2983.18
2023-04-14,Mujer,Tienda Sur,1913.53
2023-04-14,Mujer,Tienda Centro,2681.05
2023-04-14,Mujer,Tienda Oriente,2273.97
2023-04-14,Mujer,Tienda Poniente,2405.44
2023-04-14,Niños,Tienda Norte,569.18
2023-04-14,Niños,Tienda Sur,370.9
2023-04-14,Niños,Tienda Centro,495.62
2023-04-14,Niños,Tienda Oriente,440.63
2023-04-14,Niños,Tienda Poniente,429.33
2023-04-14,Calzado,Tienda Norte,1120.62
2023-04-14,Calzado,Tienda Sur,642.06
2023-04-14,Calzado,Tienda Centro,976.87
2023-04-14,Calzado,Tienda Oriente,782.77
2023-04-14,Calzado,Tienda Poniente,849.56
2023-04-14,Hombre,Tienda Norte,1003.0
2023-04-14,Hombre,Tienda Sur,595.13
2023-04-14,Hombre,Tienda Centro,854.86
2023-04-14,Hombre,Tienda Oriente,678.01
2023-04-14,Hombre,Tienda Poniente,778.96
2023-04-14,Accesorios,Tienda Norte,85.28
2023-04-14,Accesorios,Tienda Sur,75.0
2023-04-14,Accesorios,Tienda Centro,75.0
2023-04-14,Accesorios,Tienda Oriente,75.0
2023-04-14,Accesorios,Tienda Poniente,75.0
2023-04-15,Mujer,Tienda Norte,2983.58
2023-04-15,Mujer,Tienda Sur,1817.04
2023-04-15,Mujer,Tienda Centro,2474.7
2023-04-15,Mujer,Tienda Oriente,2114.35
2023-04-15,Mujer,Tienda Poniente,2343.97
2023-04-15,Niños,Tienda Norte,554.18
2023-04-15,Niños,Tienda Sur,367.45
2023-04-15,Niños,Tienda Centro,517.89
2023-04-15,Niños,Tienda Oriente,384.1
2023-04-15,Niños,Tienda Poniente,442.24
2023-04-15,Calzado,Tienda Norte,1075.76
2023-04-15,Calzado,Tienda Sur,669.59
2023-04-15,Calzado,Tienda Centro,874.69
2023-04-15,Calzado,Tienda Oriente,712.1
2023-04-15,Calzado,Tienda Poniente,793.59
2023-04-15,Hombre,Tienda Norte,961.76
2023-04-15,Hombre,Tienda Sur,593.0
2023-04-15,Hombre,Tienda Centro,799.19
2023-04-15,Hombre,Tienda Oriente,614.17
2023-04-15,Hombre,Tienda Poniente,691.41
2023-04-15,Accesorios,Tienda Norte,84.28
2023-04-15,Accesorios,Tienda Sur,75.0
2023-04-15,Accesorios,Tienda Centro,75.0
2023-04-15,Accesorios,Tienda Oriente,75.0
2023-04-15,Accesorios,Tienda Poniente,75.0
2023-04-16,Mujer,Tienda Norte,3016.88
2023-04-16,Mujer,Tienda Sur,1992.57
2023-04-16,Mujer,Tienda Centro,2582.46
2023-04-16,Mujer,Tienda Oriente,2058.7
2023-04-16,Mujer,Tienda Poniente,2166.05
2023-04-16,Niños,Tienda Norte,601.74
2023-04-16,Niños,Tienda Sur,380.35
2023-04-16,Niños,Tienda Centro,511.27
2023-04-16,Niños,Tienda Oriente,428.43
2023-04-16,Niños,Tienda Poniente,462.16
2023-04-16,Calzado,Tienda Norte,1007.27
2023-04-16,Calzado,Tienda Sur,656.68
2023-04-16,Calzado,Tienda Centro,925.85
2023-04-16,Calzado,Tienda Oriente,763.97
2023-04-16,Calzado,Tienda Poniente,804.45
2023-04-16,Hombre,Tienda Norte,956.54
2023-04-16,Hombre,Tienda Sur,599.91
2023-04-16,Hombre,Tienda Centro,857.55
2023-04-16,Hombre,Tienda Oriente,693.78
2023-04-16,Hombre,Tienda Poniente,759.09
2023-04-16,Accesorios,Tienda Norte,84.6
2023-04-16,Accesorios,Tienda Sur,75.0
2023-04-16,Accesorios,Tienda Centro,75.0
2023-04-16,Accesorios,Tienda Oriente,75.0
2023-04-16,Accesorios,Tienda Poniente,75.0
2023-04-17,Mujer,Tienda Norte,3236.08
2023-04-17,Mujer,Tienda Sur,2005.1
2023-04-17,Mujer,Tienda Centro,2523.14
2023-04-17,Mujer,Tienda Oriente,2068.09
2023-04-17,Mujer,Tienda Poniente,2563.97
2023-04-17,Niños,Tienda Norte,620.58
2023-04-17,Niños,Tienda Sur,361.3
2023-04-17,Niños,Tienda Centro,545.4
2023-04-17,Niños,Tienda Oriente,434.93
2023-04-17,Niños,Tienda Poniente,537.47
2023-04-17,Calzado,Tienda Norte,1188.92
2023-04-17,Calzado,Tienda Sur,705.21
2023-04-17,Calzado,Tienda Centro,949.64
2023-04-17,Calzado,Tienda Oriente,789.6
2023-04-17,Calzado,Tienda Poniente,865.08
2023-04-17,Hombre,Tienda Norte,951.92
2023-04-17,Hombre,Tienda Sur,647.91
2023-04-17,Hombre,Tienda Centro,867.33
2023-04-17,Hombre,Tienda Oriente,620.16
2023-04-17,Hombre,Tienda Poniente,758.61
2023-04-17,Accesorios,Tienda Norte,84.76
2023-04-17,Accesorios,Tienda Sur,75.0
2023-04-17,Accesorios,Tienda Centro,75.0
2023-04-17,Accesorios,Tienda Oriente,75.0
2023-04-17,Accesorios,Tienda Poniente,75.0
2023-04-18,Mujer,Tienda Norte,3208.61
2023-04-18,Mujer,Tienda Sur,2151.23
2023-04-18,Mujer,Tienda Centro,2762.66
2023-04-18,Mujer,Tienda Oriente,2222.93
2023-04-18,Mujer,Tienda Poniente,2524.76
2023-04-18,Niños,Tienda Norte,634.73
2023-04-18,Niños,Tienda Sur,411.52
2023-04-18,Niños,Tienda Centro,578.66
2023-04-18,Niños,Tienda Oriente,424.45
2023-04-18,Niños,Tienda Poniente,497.7
2023-04-18,Calzado,Tienda Norte,1190.37
2023-04-18,Calzado,Tienda Sur,734.52
2023-04-18,Calzado,Tienda Centro,1040.18
2023-04-18,Calzado,Tienda Oriente,827.58
2023-04-18,Calzado,Tienda Poniente,893.94
2023-04-18,Hombre,Tienda Norte,1019.88
2023-04-18,Hombre,Tienda Sur,608.9
2023-04-18,Hombre,Tienda Centro,889.71
2023-04-18,Hombre,Tienda Oriente,739.33
2023-04-18,Hombre,Tienda Poniente,851.25
2023-04-18,Accesorios,Tienda Norte,91.1
2023-04-18,Accesorios,Tienda Sur,75.0
2023-04-18,Accesorios,Tienda Centro,78.03
2023-04-18,Accesorios,Tienda Oriente,75.0
2023-04-18,Accesorios,Tienda Poniente,75.0
2023-04-19,Mujer,Tienda Norte,3265.99
2023-04-19,Mujer,Tienda Sur,2107.1
2023-04-19,Mujer,Tienda Centro,2639.55
2023-04-19,Mujer,Tienda Oriente,2413.83
2023-04-19,Mujer,Tienda Poniente,2619.22
2023-04-19,Niños,Tienda Norte,668.57
2023-04-19,Niños,Tienda Sur,410.53
2023-04-19,Niños,Tienda Centro,532.86
2023-04-19,Niños,Tienda Oriente,442.77
2023-04-19,Niños,Tienda Poniente,541.57
2023-04-19,Calzado,Tienda Norte,1228.57
2023-04-19,Calzado,Tienda Sur,724.09
2023-04-19,Calzado,Tienda Centro,1036.6
2023-04-19,Calzado,Tienda Oriente,847.69
2023-04-19,Calzado,Tienda Poniente,998.45
2023-04-19,Hombre,Tienda Norte,1128.45
2023-04-19,Hombre,Tienda Sur,676.08
2023-04-19,Hombre,Tienda Centro,898.55
2023-04-19,Hombre,Tienda Oriente,801.12
2023-04-19,Hombre,Tienda Poniente,828.27
2023-04-19,Accesorios,Tienda Norte,90.48
2023-04-19,Accesorios,Tienda Sur,75.0
2023-04-19,Accesorios,Tienda Centro,76.58
2023-04-19,Accesorios,Tienda Oriente,75.0
2023-04-19,Accesorios,Tienda Poniente,75.0
2023-04-20,Mujer,Tienda Norte,3404.16
2023-04-20,Mujer,Tienda Sur,2114.48
2023-04-20,Mujer,Tienda Centro,2794.25
2023-04-20,Mujer,Tienda Oriente,2349.15
2023-04-20,Mujer,Tienda Poniente,2757.33
2023-04-20,Niños,Tienda Norte,664.57
2023-04-20,Niños,Tienda Sur,420.12
2023-04-20,Niños,Tienda Centro,508.74
2023-04-20,Niños,Tienda Oriente,430.17
2023-04-20,Niños,Tienda Poniente,477.77
2023-04-20,Calzado,Tienda Norte,1037.22
2023-04-20,Calzado,Tienda Sur,718.78
2023-04-20,Calzado,Tienda Centro,1041.37
2023-04-20,Calzado,Tienda Oriente,788.58
2023-04-20,Calzado,Tienda Poniente,902.92
2023-04-20,Hombre,Tienda Norte,1008.28
2023-04-20,Hombre,Tienda Sur,629.99
2023-04-20,Hombre,Tienda Centro,894.29
2023-04-20,Hombre,Tienda Oriente,687.95
2023-04-20,Hombre,Tienda Poniente,842.15
2023-04-20,Accesorios,Tienda Norte,83.45
2023-04-20,Accesorios,Tienda Sur,75.0
2023-04-20,Accesorios,Tienda Centro,75.07
2023-04-20,Accesorios,Tienda Oriente,75.0
2023-04-20,Accesorios,Tienda Poniente,75.0
2023-04-21,Mujer,Tienda Norte,2818.07
2023-04-21,Mujer,Tienda Sur,1706.31
2023-04-21,Mujer,Tienda Centro,2507.29
2023-04-21,Mujer,Tienda Oriente,2097.72
2023-04-21,Mujer,Tienda Poniente,2363.09
2023-04-21,Niños,Tienda Norte,605.54
2023-04-21,Niños,Tienda Sur,383.0
2023-04-21,Niños,Tienda Centro,481.47
2023-04-21,Niños,Tienda Oriente,386.06
2023-04-21,Niños,Tienda Poniente,470.27
2023-04-21,Calzado,Tienda Norte,1081.89
