fecha,producto,ventas
2023-05-14,Laptop Pro,3596.17
2023-05-14,Monitor 4K,3904.35
2023-05-14,Teclado Mecanico,3729.75
2023-05-14,Mouse Inalambrico,3651.47
2023-05-14,Auriculares BT,3837.2
2023-05-15,Laptop Pro,3880.59
2023-05-15,Monitor 4K,4391.61
2023-05-15,Teclado Mecanico,4422.3
2023-05-15,Mouse Inalambrico,4241.21
2023-05-15,Auriculares BT,4053.14
2023-05-16,Laptop Pro,4152.04
2023-05-16,Monitor 4K,4310.89
2023-05-16,Teclado Mecanico,3856.36
2023-05-16,Mouse Inalambrico,4377.21
2023-05-16,Auriculares BT,4474.0
2023-05-17,Laptop Pro,4000.7
2023-05-17,Monitor 4K,3964.2
2023-05-17,Teclado Mecanico,4099.48
2023-05-17,Mouse Inalambrico,4133.21
2023-05-17,Auriculares BT,4281.91
2023-05-18,Laptop Pro,3625.2
2023-05-18,Monitor 4K,3483.57
2023-05-18,Teclado Mecanico,3529.27
2023-05-18,Mouse Inalambrico,3657.91
2023-05-18,Auriculares BT,3932.77
2023-05-19,Laptop Pro,3279.11
2023-05-19,Monitor 4K,3132.66
2023-05-19,Teclado Mecanico,3169.14
2023-05-19,Mouse Inalambrico,2923.89
2023-05-19,Auriculares BT,3409.12
2023-05-20,Laptop Pro,3159.44
2023-05-20,Monitor 4K,3185.0
2023-05-20,Teclado Mecanico,3036.5
2023-05-20,Mouse Inalambrico,3208.11
2023-05-20,Auriculares BT,3545.39
2023-05-21,Laptop Pro,3552.18
2023-05-21,Monitor 4K,3464.52
2023-05-21,Teclado Mecanico,3850.1
2023-05-21,Mouse Inalambrico,3746.22
2023-05-21,Auriculares BT,3900.89
2023-05-22,Laptop Pro,4345.15
2023-05-22,Monitor 4K,4195.34
2023-05-22,Teclado Mecanico,3937.49
2023-05-22,Mouse Inalambrico,4172.28
2023-05-22,Auriculares BT,4297.09
2023-05-23,Laptop Pro,4168.51
2023-05-23,Monitor 4K,3997.62
2023-05-23,Teclado Mecanico,4505.63
2023-05-23,Mouse Inalambrico,4202.06
2023-05-23,Auriculares BT,4203.26
2023-05-24,Laptop Pro,4009.14
2023-05-24,Monitor 4K,4212.05
2023-05-24,Teclado Mecanico,4058.68
2023-05-24,Mouse Inalambrico,3939.31
2023-05-24,Auriculares BT,4142.38
2023-05-25,Laptop Pro,3992.69
2023-05-25,Monitor 4K,3840.84
2023-05-25,Teclado Mecanico,3697.86
2023-05-25,Mouse Inalambrico,3338.83
2023-05-25,Auriculares BT,4313.7
2023-05-26,Laptop Pro,3044.1
2023-05-26,Monitor 4K,3209.47
2023-05-26,Teclado Mecanico,3143.86
2023-05-26,Mouse Inalambrico,3609.21
2023-05-26,Auriculares BT,3367.88
2023-05-27,Laptop Pro,3085.89
2023-05-27,Monitor 4K,3424.83
2023-05-27,Teclado Mecanico,3480.69
2023-05-27,Mouse Inalambrico,3307.62
2023-05-27,Auriculares BT,3127.27
2023-05-28,Laptop Pro,3608.01
2023-05-28,Monitor 4K,3665.65
2023-05-28,Teclado Mecanico,3757.56
2023-05-28,Mouse Inalambrico,3649.04
2023-05-28,Auriculares BT,3900.06
2023-05-29,Laptop Pro,3944.6
2023-05-29,Monitor 4K,3788.31
2023-05-29,Teclado Mecanico,3986.71
2023-05-29,Mouse Inalambrico,4404.37
2023-05-29,Auriculares BT,4019.96
2023-05-30,Laptop Pro,4689.82
2023-05-30,Monitor 4K,4319.95
2023-05-30,Teclado Mecanico,3988.77
2023-05-30,Mouse Inalambrico,4054.8
2023-05-30,Auriculares BT,4270.33
2023-05-31,Laptop Pro,3706.0
2023-05-31,Monitor 4K,4416.44
2023-05-31,Teclado Mecanico,3743.35
2023-05-31,Mouse Inalambrico,4077.71
2023-05-31,Auriculares BT,4233.55
2023-06-01,Laptop Pro,3476.07
2023-06-01,Monitor 4K,3298.74
2023-06-01,Teclado Mecanico,3443.29
2023-06-01,Mouse Inalambrico,3570.35
2023-06-01,Auriculares BT,3673.06
2023-06-02,Laptop Pro,3228.87
2023-06-02,Monitor 4K,2937.49
2023-06-02,Teclado Mecanico,3225.99
2023-06-02,Mouse Inalambrico,3082.86
2023-06-02,Auriculares BT,2780.88
2023-06-03,Laptop Pro,3164.59
2023-06-03,Monitor 4K,3017.61
2023-06-03,Teclado Mecanico,3421.47
2023-06-03,Mouse Inalambrico,3692.94
2023-06-03,Auriculares BT,3675.85
2023-06-04,Laptop Pro,3570.29
2023-06-04,Monitor 4K,3591.45
2023-06-04,Teclado Mecanico,3822.68
2023-06-04,Mouse Inalambrico,3897.18
2023-06-04,Auriculares BT,3601.18
2023-06-05,Laptop Pro,4037.11
2023-06-05,Monitor 4K,4507.03
2023-06-05,Teclado Mecanico,4044.15
2023-06-05,Mouse Inalambrico,3968.58
2023-06-05,Auriculares BT,4089.62
2023-06-06,Laptop Pro,4267.82
2023-06-06,Monitor 4K,3947.55
2023-06-06,Teclado Mecanico,4102.2
2023-06-06,Mouse Inalambrico,3918.61
2023-06-06,Auriculares BT,4096.23
2023-06-07,Laptop Pro,4246.33
2023-06-07,Monitor 4K,4019.29
2023-06-07,Teclado Mecanico,3852.43
2023-06-07,Mouse Inalambrico,3684.32
2023-06-07,Auriculares BT,3808.66
2023-06-08,Laptop Pro,3636.69
2023-06-08,Monitor 4K,3314.21
2023-06-08,Teclado Mecanico,3716.63
2023-06-08,Mouse Inalambrico,3151.82
2023-06-08,Auriculares BT,3368.53
2023-06-09,Laptop Pro,3493.96
2023-06-09,Monitor 4K,2743.84
2023-06-09,Teclado Mecanico,3383.09
2023-06-09,Mouse Inalambrico,2775.13
2023-06-09,Auriculares BT,3127.39
2023-06-10,Laptop Pro,3196.74
2023-06-10,Monitor 4K,3396.11
2023-06-10,Teclado Mecanico,2600.34
2023-06-10,Mouse Inalambrico,2847.69
2023-06-10,Auriculares BT,3118.05
2023-06-11,Laptop Pro,3618.75
2023-06-11,Monitor 4K,3432.73
2023-06-11,Teclado Mecanico,3567.2
2023-06-11,Mouse Inalambrico,3374.14
2023-06-11,Auriculares BT,3531.12
2023-06-12,Laptop Pro,3822.05
2023-06-12,Monitor 4K,4040.21
2023-06-12,Teclado Mecanico,4107.69
2023-06-12,Mouse Inalambrico,4277.99
2023-06-12,Auriculares BT,3860.12
2023-06-13,Laptop Pro,4013.39
2023-06-13,Monitor 4K,4086.54
2023-06-13,Teclado Mecanico,4018.01
2023-06-13,Mouse Inalambrico,4066.59
2023-06-13,Auriculares BT,3764.55
2023-06-14,Laptop Pro,3869.78
2023-06-14,Monitor 4K,3612.39
2023-06-14,Teclado Mecanico,3604.04
2023-06-14,Mouse Inalambrico,3477.8
2023-06-14,Auriculares BT,4027.63
2023-06-15,Laptop Pro,3322.31
2023-06-15,Monitor 4K,3580.33
2023-06-15,Teclado Mecanico,3404.89
2023-06-15,Mouse Inalambrico,3009.76
2023-06-15,Auriculares BT,3133.69
2023-06-16,Laptop Pro,3220.31
2023-06-16,Monitor 4K,2915.58
2023-06-16,Teclado Mecanico,2850.65
2023-06-16,Mouse Inalambrico,3032.84
2023-06-16,Auriculares BT,3033.33
2023-06-17,Laptop Pro,2951.64
2023-06-17,Monitor 4K,3088.79
2023-06-17,Teclado Mecanico,3058.32
2023-06-17,Mouse Inalambrico,2636.02
2023-06-17,Auriculares BT,3254.55
2023-06-18,Laptop Pro,3371.34
2023-06-18,Monitor 4K,3794.51
2023-06-18,Teclado Mecanico,3303.59
2023-06-18,Mouse Inalambrico,3217.7
2023-06-18,Auriculares BT,3771.14
2023-06-19,Laptop Pro,3596.15
2023-06-19,Monitor 4K,3785.93
2023-06-19,Teclado Mecanico,4032.63
2023-06-19,Mouse Inalambrico,3847.23
2023-06-19,Auriculares BT,3582.07
2023-06-20,Laptop Pro,4035.89
2023-06-20,Monitor 4K,3959.42
2023-06-20,Teclado Mecanico,4255.05
2023-06-20,Mouse Inalambrico,4116.01
2023-06-20,Auriculares BT,4605.42
2023-06-21,Laptop Pro,3387.1
2023-06-21,Monitor 4K,3711.95
2023-06-21,Teclado Mecanico,3502.95
2023-06-21,Mouse Inalambrico,3947.23
2023-06-21,Auriculares BT,3880.65
2023-06-22,Laptop Pro,3421.68
2023-06-22,Monitor 4K,3115.41
2023-06-22,Teclado Mecanico,3121.84
2023-06-22,Mouse Inalambrico,2864.94
2023-06-22,Auriculares BT,3612.77
2023-06-23,Laptop Pro,3090.43
2023-06-23,Monitor 4K,2936.61
2023-06-23,Teclado Mecanico,3175.48
2023-06-23,Mouse Inalambrico,3138.96
2023-06-23,Auriculares BT,3183.83
2023-06-24,Laptop Pro,2749.02
2023-06-24,Monitor 4K,2930.96
2023-06-24,Teclado Mecanico,3112.81
2023-06-24,Mouse Inalambrico,3144.81
2023-06-24,Auriculares BT,3265.17
2023-06-25,Laptop Pro,3251.27
2023-06-25,Monitor 4K,3478.44
2023-06-25,Teclado Mecanico,3894.07
2023-06-25,Mouse Inalambrico,3591.38
2023-06-25,Auriculares BT,3627.11
2023-06-26,Laptop Pro,3828.41
2023-06-26,Monitor 4K,3985.77
2023-06-26,Teclado Mecanico,4193.04
2023-06-26,Mouse Inalambrico,3853.57
2023-06-26,Auriculares BT,4077.04
2023-06-27,Laptop Pro,3742.07
2023-06-27,Monitor 4K,4035.11
2023-06-27,Teclado Mecanico,4097.94
2023-06-27,Mouse Inalambrico,3766.69
2023-06-27,Auriculares BT,4136.72
2023-06-28,Laptop Pro,3499.8
2023-06-28,Monitor 4K,3473.8
2023-06-28,Teclado Mecanico,3634.61
2023-06-28,Mouse Inalambrico,4021.25
2023-06-28,Auriculares BT,3696.68
2023-06-29,Laptop Pro,3376.39
2023-06-29,Monitor 4K,3042.87
2023-06-29,Teclado Mecanico,3204.73
2023-06-29,Mouse Inalambrico,2953.92
2023-06-29,Auriculares BT,3075.01
2023-06-30,Laptop Pro,3074.08
2023-06-30,Monitor 4K,2899.27
2023-06-30,Teclado Mecanico,3197.21
2023-06-30,Mouse Inalambrico,2866.47
2023-06-30,Auriculares BT,2867.37
2023-07-01,Laptop Pro,2742.78
2023-07-01,Monitor 4K,2357.72
2023-07-01,Teclado Mecanico,2183.49
2023-07-01,Mouse Inalambrico,2747.69
2023-07-01,Auriculares BT,2570.28
2023-07-02,Laptop Pro,2433.25
2023-07-02,Monitor 4K,2875.19
2023-07-02,Teclado Mecanico,2785.53
2023-07-02,Mouse Inalambrico,3215.25
2023-07-02,Auriculares BT,2720.49
2023-07-03,Laptop Pro,3128.98
2023-07-03,Monitor 4K,3063.05
2023-07-03,Teclado Mecanico,3034.32
2023-07-03,Mouse Inalambrico,3105.03
2023-07-03,Auriculares BT,2957.95
2023-07-04,Laptop Pro,3123.37
2023-07-04,Monitor 4K,3008.29
2023-07-04,Teclado Mecanico,3030.15
2023-07-04,Mouse Inalambrico,3017.67
2023-07-04,Auriculares BT,3225.38
2023-07-05,Laptop Pro,2910.29
2023-07-05,Monitor 4K,2801.73
2023-07-05,Teclado Mecanico,3142.68
2023-07-05,Mouse Inalambrico,3037.41
2023-07-05,Auriculares BT,2960.63
2023-07-06,Laptop Pro,2508.29
2023-07-06,Monitor 4K,2919.66
2023-07-06,Teclado Mecanico,2649.05
2023-07-06,Mouse Inalambrico,2696.16
2023-07-06,Auriculares BT,2083.88
2023-07-07,Laptop Pro,2187.78
2023-07-07,Monitor 4K,1884.33
2023-07-07,Teclado Mecanico,2233.29
2023-07-07,Mouse Inalambrico,2393.19
2023-07-07,Auriculares BT,2183.67
2023-07-08,Laptop Pro,2506.78
2023-07-08,Monitor 4K,2198.5
2023-07-08,Teclado Mecanico,2518.22
2023-07-08,Mouse Inalambrico,2092.33
2023-07-08,Auriculares BT,2350.72
2023-07-09,Laptop Pro,2865.93
2023-07-09,Monitor 4K,2889.16
2023-07-09,Teclado Mecanico,2756.52
2023-07-09,Mouse Inalambrico,3169.92
2023-07-09,Auriculares BT,2699.09
2023-07-10,Laptop Pro,3070.72
2023-07-10,Monitor 4K,2609.02
2023-07-10,Teclado Mecanico,3514.7
2023-07-10,Mouse Inalambrico,3087.12
2023-07-10,Auriculares BT,2925.71
2023-07-11,Laptop Pro,3509.71
2023-07-11,Monitor 4K,3492.63
2023-07-11,Teclado Mecanico,3267.19
2023-07-11,Mouse Inalambrico,2958.54
2023-07-11,Auriculares BT,3329.32
2023-07-12,Laptop Pro,2838.82
2023-07-12,Monitor 4K,2728.94
2023-07-12,Teclado Mecanico,3171.77
2023-07-12,Mouse Inalambrico,2536.58
2023-07-12,Auriculares BT,3076.53
2023-07-13,Laptop Pro,2609.22
2023-07-13,Monitor 4K,2927.55
2023-07-13,Teclado Mecanico,2582.38
2023-07-13,Mouse Inalambrico,2105.66
2023-07-13,Auriculares BT,2350.12
2023-07-14,Laptop Pro,2247.93
2023-07-14,Monitor 4K,2306.11
2023-07-14,Teclado Mecanico,2431.16
2023-07-14,Mouse Inalambrico,1843.06
2023-07-14,Auriculares BT,2169.01
2023-07-15,Laptop Pro,2513.74
2023-07-15,Monitor 4K,2628.56
2023-07-15,Teclado Mecanico,2691.97
2023-07-15,Mouse Inalambrico,2241.72
2023-07-15,Auriculares BT,2539.29
2023-07-16,Laptop Pro,3041.3
2023-07-16,Monitor 4K,2938.57
2023-07-16,Teclado Mecanico,2843.69
2023-07-16,Mouse Inalambrico,2864.51
2023-07-16,Auriculares BT,2540.98
2023-07-17,Laptop Pro,2788.75
2023-07-17,Monitor 4K,3274.77
2023-07-17,Teclado Mecanico,3008.78
2023-07-17,Mouse Inalambrico,3072.57
2023-07-17,Auriculares BT,2962.45
2023-07-18,Laptop Pro,3084.55
2023-07-18,Monitor 4K,3209.68
2023-07-18,Teclado Mecanico,2958.76
2023-07-18,Mouse Inalambrico,3176.83
2023-07-18,Auriculares BT,3212.34
2023-07-19,Laptop Pro,2865.59
2023-07-19,Monitor 4K,2732.33
2023-07-19,Teclado Mecanico,3038.38
2023-07-19,Mouse Inalambrico,3255.58
2023-07-19,Auriculares BT,2760.81
2023-07-20,Laptop Pro,2682.58
2023-07-20,Monitor 4K,2613.54
2023-07-20,Teclado Mecanico,1905.04
2023-07-20,Mouse Inalambrico,2283.45
2023-07-20,Auriculares BT,2308.52
2023-07-21,Laptop Pro,2310.1
2023-07-21,Monitor 4K,2191.45
2023-07-21,Teclado Mecanico,2248.63
2023-07-21,Mouse Inalambrico,2281.01
2023-07-21,Auriculares BT,1973.97
2023-07-22,Laptop Pro,2089.65
2023-07-22,Monitor 4K,1994.38
2023-07-22,Teclado Mecanico,2204.9
2023-07-22,Mouse Inalambrico,2215.14
2023-07-22,Auriculares BT,2273.2
2023-07-23,Laptop Pro,2473.15
2023-07-23,Monitor 4K,2799.92
2023-07-23,Teclado Mecanico,2802.03
2023-07-23,Mouse Inalambrico,2927.91
2023-07-23,Auriculares BT,2760.87
2023-07-24,Laptop Pro,3035.45
2023-07-24,Monitor 4K,3132.83
2023-07-24,Teclado Mecanico,3120.3
2023-07-24,Mouse Inalambrico,2867.98
2023-07-24,Auriculares BT,3256.22
2023-07-25,Laptop Pro,3427.5
2023-07-25,Monitor 4K,3479.19
2023-07-25,Teclado Mecanico,3090.84
2023-07-25,Mouse Inalambrico,3148.65
2023-07-25,Auriculares BT,3167.07
2023-07-26,Laptop Pro,2801.76
2023-07-26,Monitor 4K,2926.13
2023-07-26,Teclado Mecanico,2778.03
2023-07-26,Mouse Inalambrico,2763.51
2023-07-26,Auriculares BT,3154.07
2023-07-27,Laptop Pro,2390.42
2023-07-27,Monitor 4K,2370.88
2023-07-27,Teclado Mecanico,2533.88
2023-07-27,Mouse Inalambrico,2387.54
2023-07-27,Auriculares BT,2415.8
2023-07-28,Laptop Pro,2063.42
2023-07-28,Monitor 4K,1832.05
2023-07-28,Teclado Mecanico,2069.94
2023-07-28,Mouse Inalambrico,1848.76
2023-07-28,Auriculares BT,2118.17
2023-07-29,Laptop Pro,1925.68
2023-07-29,Monitor 4K,2345.31
2023-07-29,Teclado Mecanico,2311.82
2023-07-29,Mouse Inalambrico,2218.05
2023-07-29,Auriculares BT,2141.94
2023-07-30,Laptop Pro,2625.53
2023-07-30,Monitor 4K,2149.27
2023-07-30,Teclado Mecanico,2322.91
2023-07-30,Mouse Inalambrico,2512.53
2023-07-30,Auriculares BT,2611.33
2023-07-31,Laptop Pro,2906.81
2023-07-31,Monitor 4K,2721.77
2023-07-31,Teclado Mecanico,2949.38
2023-07-31,Mouse Inalambrico,2831.95
2023-07-31,Auriculares BT,2708.97
2023-08-01,Laptop Pro,3074.75
2023-08-01,Monitor 4K,2966.85
2023-08-01,Teclado Mecanico,3248.14
2023-08-01,Mouse Inalambrico,3141.95
2023-08-01,Auriculares BT,3155.78
2023-08-02,Laptop Pro,2792.38
2023-08-02,Monitor 4K,2559.01
2023-08-02,Teclado Mecanico,2540.92
2023-08-02,Mouse Inalambrico,2433.82
2023-08-02,Auriculares BT,3303.85
2023-08-03,Laptop Pro,2068.12
2023-08-03,Monitor 4K,2242.04
2023-08-03,Teclado Mecanico,2211.93
2023-08-03,Mouse Inalambrico,2227.79
2023-08-03,Auriculares BT,2167.2
2023-08-04,Laptop Pro,1629.78
2023-08-04,Monitor 4K,1803.81
2023-08-04,Teclado Mecanico,1725.32
2023-08-04,Mouse Inalambrico,1978.1
2023-08-04,Auriculares BT,1866.61
2023-08-05,Laptop Pro,1952.66
2023-08-05,Monitor 4K,2133.27
2023-08-05,Teclado Mecanico,1973.53
2023-08-05,Mouse Inalambrico,2276.51
2023-08-05,Auriculares BT,2012.86
2023-08-06,Laptop Pro,2516.26
2023-08-06,Monitor 4K,2206.17
2023-08-06,Teclado Mecanico,2602.6
2023-08-06,Mouse Inalambrico,2390.19
2023-08-06,Auriculares BT,2552.98
2023-08-07,Laptop Pro,2918.5
2023-08-07,Monitor 4K,2817.81
2023-08-07,Teclado Mecanico,2895.99
2023-08-07,Mouse Inalambrico,2775.44
2023-08-07,Auriculares BT,3121.72
2023-08-08,Laptop Pro,3126.39
2023-08-08,Monitor 4K,3036.03
2023-08-08,Teclado Mecanico,2703.51
2023-08-08,Mouse Inalambrico,2719.67
2023-08-08,Auriculares BT,2806.76
2023-08-09,Laptop Pro,2610.64
2023-08-09,Monitor 4K,2749.25
2023-08-09,Teclado Mecanico,2480.34
2023-08-09,Mouse Inalambrico,2895.06
2023-08-09,Auriculares BT,2660.36
2023-08-10,Laptop Pro,1813.97
2023-08-10,Monitor 4K,2121.47
2023-08-10,Teclado Mecanico,1699.49
2023-08-10,Mouse Inalambrico,2066.18
2023-08-10,Auriculares BT,2106.7
2023-08-11,Laptop Pro,1814.84
2023-08-11,Monitor 4K,1871.88
2023-08-11,Teclado Mecanico,1858.11
2023-08-11,Mouse Inalambrico,1818.18
2023-08-11,Auriculares BT,2237.43
2023-08-12,Laptop Pro,2267.52
2023-08-12,Monitor 4K,1796.17
2023-08-12,Teclado Mecanico,2275.32
2023-08-12,Mouse Inalambrico,1700.27
2023-08-12,Auriculares BT,1861.62
2023-08-13,Laptop Pro,2711.71
2023-08-13,Monitor 4K,1958.76
2023-08-13,Teclado Mecanico,2521.63
2023-08-13,Mouse Inalambrico,2155.98
2023-08-13,Auriculares BT,2377.87
2023-08-14,Laptop Pro,2752.92
2023-08-14,Monitor 4K,3128.41
2023-08-14,Teclado Mecanico,2626.84
2023-08-14,Mouse Inalambrico,2775.16
2023-08-14,Auriculares BT,2914.37
2023-08-15,Laptop Pro,2826.69
2023-08-15,Monitor 4K,2712.63
2023-08-15,Teclado Mecanico,2865.21
2023-08-15,Mouse Inalambrico,2895.75
2023-08-15,Auriculares BT,3053.86
2023-08-16,Laptop Pro,2409.61
2023-08-16,Monitor 4K,2508.39
2023-08-16,Teclado Mecanico,2662.81
2023-08-16,Mouse Inalambrico,2564.78
2023-08-16,Auriculares BT,2561.16
2023-08-17,Laptop Pro,2152.79
2023-08-17,Monitor 4K,2017.02
2023-08-17,Teclado Mecanico,1996.25
2023-08-17,Mouse Inalambrico,2244.34
2023-08-17,Auriculares BT,1937.17
2023-08-18,Laptop Pro,2110.77
2023-08-18,Monitor 4K,1921.16
2023-08-18,Teclado Mecanico,1622.39
2023-08-18,Mouse Inalambrico,1934.3
2023-08-18,Auriculares BT,1911.15
2023-08-19,Laptop Pro,2118.87
2023-08-19,Monitor 4K,2198.21
2023-08-19,Teclado Mecanico,1893.15
2023-08-19,Mouse Inalambrico,1824.89
2023-08-19,Auriculares BT,1845.24
2023-08-20,Laptop Pro,2153.5
2023-08-20,Monitor 4K,2200.43
2023-08-20,Teclado Mecanico,2406.62
2023-08-20,Mouse Inalambrico,2352.78
2023-08-20,Auriculares BT,2251.45
2023-08-21,Laptop Pro,2585.53
2023-08-21,Monitor 4K,2802.76
2023-08-21,Teclado Mecanico,2632.86
2023-08-21,Mouse Inalambrico,2525.15
2023-08-21,Auriculares BT,2702.85
2023-08-22,Laptop Pro,2769.55
2023-08-22,Monitor 4K,2608.44
2023-08-22,Teclado Mecanico,2987.89
2023-08-22,Mouse Inalambrico,2991.66
2023-08-22,Auriculares BT,2830.63
2023-08-23,Laptop Pro,2571.04
2023-08-23,Monitor 4K,2650.3
2023-08-23,Teclado Mecanico,2538.65
2023-08-23,Mouse Inalambrico,2723.09
2023-08-23,Auriculares BT,2876.04
2023-08-24,Laptop Pro,2120.14
2023-08-24,Monitor 4K,2192.09
2023-08-24,Teclado Mecanico,2278.73
2023-08-24,Mouse Inalambrico,2036.43
2023-08-24,Auriculares BT,1878.38
2023-08-25,Laptop Pro,2007.99
2023-08-25,Monitor 4K,1513.04
2023-08-25,Teclado Mecanico,2184.56
2023-08-25,Mouse Inalambrico,2000.88
2023-08-25,Auriculares BT,1864.33
2023-08-26,Laptop Pro,1927.02
2023-08-26,Monitor 4K,2267.07
2023-08-26,Teclado Mecanico,1727.56
2023-08-26,Mouse Inalambrico,1684.76
2023-08-26,Auriculares BT,1797.17
2023-08-27,Laptop Pro,2249.01
2023-08-27,Monitor 4K,2100.08
2023-08-27,Teclado Mecanico,2332.14
2023-08-27,Mouse Inalambrico,2328.56
2023-08-27,Auriculares BT,2138.6
2023-08-28,Laptop Pro,3006.74
2023-08-28,Monitor 4K,2407.72
2023-08-28,Teclado Mecanico,2430.79
2023-08-28,Mouse Inalambrico,2761.36
2023-08-28,Auriculares BT,2644.64
2023-08-29,Laptop Pro,2860.27
2023-08-29,Monitor 4K,2652.93
2023-08-29,Teclado Mecanico,2570.06
2023-08-29,Mouse Inalambrico,2647.61
2023-08-29,Auriculares BT,2640.0
2023-08-30,Laptop Pro,2605.44
2023-08-30,Monitor 4K,2404.45
2023-08-30,Teclado Mecanico,2652.73
2023-08-30,Mouse Inalambrico,2618.06
2023-08-30,Auriculares BT,2708.56
2023-08-31,Laptop Pro,2241.14
2023-08-31,Monitor 4K,2217.87
2023-08-31,Teclado Mecanico,2214.97
2023-08-31,Mouse Inalambrico,1957.66
2023-08-31,Auriculares BT,2008.62
2023-09-01,Laptop Pro,1942.0
2023-09-01,Monitor 4K,2366.37
2023-09-01,Teclado Mecanico,2173.27
2023-09-01,Mouse Inalambrico,2388.33
2023-09-01,Auriculares BT,2413.52
2023-09-02,Laptop Pro,2129.3
2023-09-02,Monitor 4K,2196.95
2023-09-02,Teclado Mecanico,2329.85
2023-09-02,Mouse Inalambrico,2296.2
2023-09-02,Auriculares BT,2433.12
2023-09-03,Laptop Pro,2554.91
2023-09-03,Monitor 4K,2795.43
2023-09-03,Teclado Mecanico,2448.29
2023-09-03,Mouse Inalambrico,2354.97
2023-09-03,Auriculares BT,2929.32
2023-09-04,Laptop Pro,2911.41
2023-09-04,Monitor 4K,3060.49
2023-09-04,Teclado Mecanico,2889.0
2023-09-04,Mouse Inalambrico,2890.7
2023-09-04,Auriculares BT,3092.7
2023-09-05,Laptop Pro,3182.77
2023-09-05,Monitor 4K,3461.31
2023-09-05,Teclado Mecanico,3354.69
2023-09-05,Mouse Inalambrico,3212.57
2023-09-05,Auriculares BT,3416.33
2023-09-06,Laptop Pro,3213.57
2023-09-06,Monitor 4K,3072.52
2023-09-06,Teclado Mecanico,2908.99
2023-09-06,Mouse Inalambrico,3193.98
2023-09-06,Auriculares BT,3343.96
2023-09-07,Laptop Pro,2684.68
2023-09-07,Monitor 4K,2906.71
2023-09-07,Teclado Mecanico,2737.89
2023-09-07,Mouse Inalambrico,2722.35
2023-09-07,Auriculares BT,2334.54
2023-09-08,Laptop Pro,2055.76
2023-09-08,Monitor 4K,2268.57
2023-09-08,Teclado Mecanico,1944.58
2023-09-08,Mouse Inalambrico,2159.88
2023-09-08,Auriculares BT,2451.94
2023-09-09,Laptop Pro,2238.62
2023-09-09,Monitor 4K,2478.29
2023-09-09,Teclado Mecanico,2101.4
2023-09-09,Mouse Inalambrico,2272.92
2023-09-09,Auriculares BT,2576.34
2023-09-10,Laptop Pro,2801.12
2023-09-10,Monitor 4K,2817.48
2023-09-10,Teclado Mecanico,3100.37
2023-09-10,Mouse Inalambrico,3018.78
2023-09-10,Auriculares BT,2584.05
2023-09-11,Laptop Pro,3410.99
2023-09-11,Monitor 4K,3024.36
2023-09-11,Teclado Mecanico,3143.89
2023-09-11,Mouse Inalambrico,3150.45
2023-09-11,Auriculares BT,3362.02
2023-09-12,Laptop Pro,3015.4
2023-09-12,Monitor 4K,3331.63
2023-09-12,Teclado Mecanico,3346.06
2023-09-12,Mouse Inalambrico,3403.56
2023-09-12,Auriculares BT,3199.18
2023-09-13,Laptop Pro,3168.94
2023-09-13,Monitor 4K,2825.94
2023-09-13,Teclado Mecanico,3197.66
2023-09-13,Mouse Inalambrico,3038.7
2023-09-13,Auriculares BT,2688.24
2023-09-14,Laptop Pro,2613.7
2023-09-14,Monitor 4K,2567.97
2023-09-14,Teclado Mecanico,2460.98
2023-09-14,Mouse Inalambrico,2384.86
2023-09-14,Auriculares BT,2484.07
2023-09-15,Laptop Pro,1971.13
2023-09-15,Monitor 4K,2597.71
2023-09-15,Teclado Mecanico,2033.91
2023-09-15,Mouse Inalambrico,2127.31
2023-09-15,Auriculares BT,2488.54
2023-09-16,Laptop Pro,2471.31
2023-09-16,Monitor 4K,2498.36
2023-09-16,Teclado Mecanico,2657.65
2023-09-16,Mouse Inalambrico,2291.88
2023-09-16,Auriculares BT,2145.01
2023-09-17,Laptop Pro,2912.5
2023-09-17,Monitor 4K,2902.91
2023-09-17,Teclado Mecanico,2678.27
2023-09-17,Mouse Inalambrico,2490.53
2023-09-17,Auriculares BT,2991.48
2023-09-18,Laptop Pro,3248.39
2023-09-18,Monitor 4K,2858.53
2023-09-18,Teclado Mecanico,3289.21
2023-09-18,Mouse Inalambrico,2845.03
2023-09-18,Auriculares BT,3036.7
2023-09-19,Laptop Pro,3003.99
2023-09-19,Monitor 4K,3101.09
2023-09-19,Teclado Mecanico,3061.99
2023-09-19,Mouse Inalambrico,3105.99
2023-09-19,Auriculares BT,3373.51
2023-09-20,Laptop Pro,3016.17
2023-09-20,Monitor 4K,3083.0
2023-09-20,Teclado Mecanico,3175.72
2023-09-20,Mouse Inalambrico,2882.71
2023-09-20,Auriculares BT,2973.23
2023-09-21,Laptop Pro,2630.35
2023-09-21,Monitor 4K,2864.06
2023-09-21,Teclado Mecanico,2702.53
2023-09-21,Mouse Inalambrico,2799.03
2023-09-21,Auriculares BT,2726.51
2023-09-22,Laptop Pro,2463.23
2023-09-22,Monitor 4K,1894.84
2023-09-22,Teclado Mecanico,2427.95
2023-09-22,Mouse Inalambrico,2294.36
2023-09-22,Auriculares BT,2262.62
2023-09-23,Laptop Pro,2242.69
2023-09-23,Monitor 4K,2263.09
2023-09-23,Teclado Mecanico,2431.38
2023-09-23,Mouse Inalambrico,2516.14
2023-09-23,Auriculares BT,2048.59
2023-09-24,Laptop Pro,2782.73
